video_id,channelTitle,title,publishedAt,description,duration,definition,caption,viewCount,likeCount,favoriteCount,commentCount,publishedDay,durationSecs
IemEVaUNQMI,Bong Eats,Cooking with Poulami Nag (@Hothatjodiuthlokotha): Rannaghore Ke? Episode 4,2022-04-30 04:30:03+00:00,"Rannaghore Ke? is a fun  adda with old and new friends about food, life and everything else. This is episode 4 with Poulami Nag of @Hothatjodiuthlokotha  and  @5minutergolpo. 

We hope you enjoy as we prepare various festive dishes on the occasion of Poila Boishak, and chat to Poulami about her work as a journalist, traditional vs independent media, about creating Bangla content online, and so on. 

✨ Subscribe to Poulami's brand new channel, @5minutergolpo, where she shares interesting stories from all over the world in under 5 minutes! 

00:00 to 02:59 Eto porisrom keno korbo?
03:00 to 04:07 Dhoa-dhoa gondho
04:08 to 08:49 Nijer gola shunte khubi biroktikor lage
08:50 to 11:15 Dol bodol kore ferot o chole geche
11:16 to 16:48 Uttor Bharot chara shobi ""regional""
16:49 to 19:10 Joto chippben toto rosh
19:11 to 21:19 Kopal bhalo na kharap bola mushkil
21:20 to 24:02 Mangsho sheddho hoyeche kina dekho
24:03 to 24:43 Shaak bajle parar protyek kukur daakte shuru kore

______________________________________________
🎥 RELATED VIDEOS
🎬 Tita'r dal: https://youtu.be/EZMuX05_eGU
🎬 Paat pata'r bora: https://youtu.be/dWhLs_YRyck
🎬 Bhetki paturi: https://youtu.be/7qVyaZP7QQ8
🎬 Basanti polao: https://youtu.be/67SE2Zg2AJI
🎬 Mangsher jhol: https://youtu.be/fHAyfU3VFiU
🎬 Tomato chutney: https://youtu.be/hbmQC68tVec
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT24M43S,hd,true,324633.0,8610.0,0.0,405.0,Saturday,1483
59oqlvbE1Ws,Bong Eats,Phool Chingrir Bora—Tiny shrimp fritters—Bengali fried snack recipe,2022-04-14 13:00:06+00:00,"Phool chingri, a smaller version of kucho chingri, is a variety of tiny river shrimp that is caught in the distributaries near the Sundarban delta in bengal. These small shrimp have very soft shells and an intense shrimpy flavour that you simply cannot find in larger shrimp. They are either sold fresh in the markets or are made into shutki—dried fish—and are considered a delicacy in Bengali cuisine.

Phool chingri'r bora (tiny shrimp fritters) are perfect with rice and a light dal. They can also be an excellent snack with a glass of beer! If you find them in the market, do not miss picking them up.
______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
Coming soon
______________________________________________

🎥 RELATED VIDEOS
🎬 Badhakopir bora: https://youtu.be/-B6Kn4fSnzw
🎬 Arahar dal: https://youtu.be/rvVYt4U5O10  
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

🎶 MUSIC 
""Chowringhee"" © Bong Eats, composed by  @Bemanan Music  

🎧 GET THE ALBUM (© for listening only)
https://kit.co/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT3M23S,hd,false,210801.0,5707.0,0.0,167.0,Thursday,203
24jPw2-N22c,Bong Eats,Muri Ghonto Chal Diye—Bengali delicacy of fish head cooked with rice,2022-04-08 15:17:26+00:00,"Muri ghonto can refer to a large number of dishes that use fish head and another main ingredient (such as dal, or potatoes, or cauliflower). This particular variation is the one with rice.

Any culture that truly loves fish holds the fish head in great esteem. There are hundreds of different ways in which Bengali cuisine uses fish head—sometimes as a way to flavour other ingredients such as vegetables or dal, but also, often the head *is* the star of the show. The muri ghonto is such a dish. The fragrant rice here almost seems to be a receptacle for the fatty goodness that is rendered out from the fresh carp head. 

Make muri ghonto as the main for your next gathering instead of the same old basanti polao. 
______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
COMING SOON
______________________________________________

🎥 RELATED VIDEOS
🎬 Macher matha diye pui shaaker chhyachhra: https://youtu.be/dwI7D2Kk9QU
🎬 Macher matha diye moog dal: https://youtu.be/qK1OeJLZYQw  
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

🎶 MUSIC 
""Chowringhee"" © Bong Eats, composed by @bemananmusic 

🎧 GET THE ALBUM (© for listening only)
https://kit.co/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT8M3S,hd,false,224786.0,5531.0,0.0,240.0,Friday,483
rvVYt4U5O10,Bong Eats,Arahar Dal Recipe—an easy Bengali dal recipe with toor dal or split pigeon peas,2022-04-01 13:00:34+00:00,"If we're being honest, arahar dal is not really a favourite in our house—that spot is probably reserved for shona moog dal, biuli, or chholar dal. However, we do make arahar dal quite often, if only to take a break from our everyday mosur, moog, and biulir (urad) dals. This version of arahar dal is fairly mild, best eaten with rice and a squeeze of lime, and, in this instance, some fried phool chingrir bora (fritters made from tiny shrimps: recipe coming soon!).
______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
Coming soon.
______________________________________________

🎥 RELATED VIDEOS
🎬 Chingrir bora: https://youtu.be/59oqlvbE1Ws
🎬 Green mango tok dal: https://youtu.be/qzhX6hWjH0M
🎬 Bengali dal recipes playlist: https://youtube.com/playlist?list=PLGX3dcCcJDYxuhUf8Ow_EkAHSzMzjx6i2  
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

🎶 MUSIC 
""Priyo Phuchkawala"" © Bong Eats, composed by @bemananmusic 

🎧 GET THE ALBUM (© for listening only)
https://kit.co/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT3M22S,hd,false,321150.0,7117.0,0.0,193.0,Friday,202
R-5fb6ufabU,Bong Eats,Cooking with Sachiko Seth (Blue Poppy): Rannaghare Ke? Episode 3,2022-03-19 04:30:05+00:00,"Rannaghore Ke—a fun  adda with old and new friends about food, life and everything else. This is episode 3 with Sachiko Seth, the young restaurateur who runs the popular Tibetan-Nepali-style restaurant near Maidan, called Blue Poppy Thakali.

Join us as Sachiko cooks the famous Kalimpong street food, alu thukpa (noodles with Nepali alu dum), and shaphalay (wrappers filled with pork keema and deep-fried).

00:00 to 02:21 Kalimpong is a hub of making noodles
02:22 to 03:50 Doma Wang School of Culinary Arts
03:51 to 06:22 Shit, this is a trap!
06:23 to 09:30 I'm a very rough cook
09:31 to 12:34 Seriously, there's kaali on my face?
12:35 to 15:49 Survival of the fittest
15:50 to 18:05 Worst thing you can put in your mouth
18:06 to 21:39 Mamma carries shaphalay to every travel destination
21:40 to 22:28 Mithun Chakraborty

______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT22M28S,hd,false,296746.0,8194.0,0.0,414.0,Saturday,1348
TJns9lFbPFU,Bong Eats,Tyangra Machher Jhol Mulo Diye—Tengra fish curry with winter radish,2022-02-19 04:30:26+00:00,"Tyangra fish—especially this small ""Bojuri"" variety is one of the tastiest fish one can find in Bengal. And this light jhol (stew) with the red winter radish is one of our favourite ways to cook it. 
______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
http://www.bongeats.com/recipe/tyangra-macher-jhol
______________________________________________

🎥 RELATED VIDEOS
🎬 Green mango tok dal: https://youtu.be/qzhX6hWjH0M
🎬 Bengali garam moshla: https://youtu.be/GqlDz7dQMA0  
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

🎶 MUSIC 
""Chowringhee"" © Bong Eats, composed by @bemananmusic 

🎧 GET THE ALBUM (© for listening only)
https://kit.co/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT5M58S,hd,false,187700.0,4636.0,0.0,193.0,Saturday,358
h2DuwuPSPPo,Bong Eats,Quick Chicken Curry With Winter Vegetables—pressure cooker chicken curry,2022-02-11 15:35:48+00:00,"This easy pressure cooker chicken curry with seasonal vegetables is a favourite in our kitchen in the winter months. This quick chicken curry makes good use of the bounty of flavourful winter vegetables that are all over the markets in Bengal now—new potatoes, sweet red carrots, sweet peas from Ranchi, green tomatoes, tender beans, purple turnips. With produce that good it is no wonder that this requires no great technique or effort. Everything happens in a pressure cooker (or even a pot if you don't have a pressure cooker)!

Do give this one a try while we still have a few days of winter left.
______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
http://www.bongeats.com/recipe/pressure-cooker-chicken
______________________________________________

🎥 RELATED VIDEOS
🎬 Murgir laal jhol: https://youtu.be/rSktrPFc3ug
🎬 Chicken white stew: https://youtu.be/w8Y6ciDKdVo
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

🎶 MUSIC 
""Chowringhee"" © Bong Eats, composed by @bemananmusic 

🎧 GET THE ALBUM (© for listening only)
https://kit.co/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT5M56S,hd,false,596317.0,13945.0,0.0,416.0,Friday,356
a9OPZ1VYw_g,Bong Eats,"Trincas' Chicken à la Kiev Recipe: Inside Trincas, Kolkata's Kitchen",2022-02-04 14:02:45+00:00,"Welcome to a new series on our channel, where we go behind the scenes at restaurants that fascinate us, to learn what goes into bringing us the lovely meals and happy times we enjoy when we eat out. This is the first episode in the four-part series, featuring Trincas Kolkata's signature chicken à la kiev.

This episode is not sponsored by Trincas but was made possible with the support of their incredible staff. Special thanks also to Willie Walter's Quartet for the music, recorded live at Trincas on 11 December 2021. 

🎵 Willie Walter's Quartet on Instagram: https://www.instagram.com/williewaltersquartet/

______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
https://bongeats.com/recipe/chicken-kiev/",PT9M59S,hd,false,415372.0,15707.0,0.0,549.0,Friday,599
nhJkwikbZ6A,Bong Eats,Bengali Aloo'r Dum—winter-special recipe with new potatoes and peas,2022-01-21 12:16:07+00:00,"Winter brings many gifts to Bengal, and notun aloo (new potato) is one of the most cherished. They are all over the bazars, covered in soil and sand, their skins flaking off—not an objectively pleasing sight—but to the starch-obsessed Bengali this is the pinnacle of potatoes. This new potato, along with the sweet winter peas that have arrived from Ranchi, makes for the most scrumptious alu'r dum. 
______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
https://www.bongeats.com/recipe/aloor-dum
______________________________________________

🎥 RELATED VIDEOS
🎬 Luchi: https://youtu.be/qH1kB0u35dI 
🎬 Koraishutir kochuri: https://youtu.be/pNM72sd1phE
🎬 Radhaballabhi: https://youtu.be/yR2RcEGjreA 
🎬 Niramish alur dum: https://youtu.be/lgKT3avl8j0
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

🎶 MUSIC 
""Priyo Phuchkawala"" © Bong Eats, composed by @bemananmusic 

🎧 GET THE ALBUM (© for listening only)
https://kit.co/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT4M56S,hd,false,1437761.0,30638.0,0.0,612.0,Friday,296
iI4Yy0Xs_V8,Bong Eats,Doodh puli pitha recipe with patali gur—Bengali sweet rice dumplings with coconut and date jaggery,2022-01-08 13:16:50+00:00,"'Puli' refers to a whole range of stuffed (usually) sweets encased in rice or lentil flour wrappers. Puli is a type of 'pithe', which is an umbrella term used to describe a variety of sweets (and some savouries) prepared during Poush Sankranti, the rice-harvest festival in Bengal, using rice, date palm syrup (patali gur), coconut, milk, and flour.

Puli pithe can be fried, steamed, or boiled in milk. This recipe for doodh puli refers to puli boiled in milk ('doodh'). It uses two seasonal ingredient—newly harvested rice and patali gur (date palm jaggery) that is only produced in winter in Bengal.

Making puli is pretty straightforward. The only issue is that if the rice flour is not adequately cooked before forming the dumplings, the pulis turn out chewy and hard. The fix is to use sufficient quantity of water, and to cook the dough for long enough.

Shaping is more difficult than with wheat flour dumplings, since the rice flour dough is not as elastic and tends to break easily. So, we have gone with a very simple spindle shape. If you would like to look at just how beautiful puli folding can be, watch this video from @banglarrannaghor  ▶️ https://youtu.be/ITqZaQajqiU 

______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
COMING SOON
______________________________________________

🎥 RELATED VIDEOS
🎬 Patishapta: https://youtu.be/cgXjYYB2tLs
🎬 Chitoi pithe: https://youtu.be/Rxg8Qu6eE8o  
🎬 Roshopuli: https://youtu.be/2m301mBiUls  
🎬 Gurer payesh: https://youtu.be/2ARM9JhfXsg
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

🎶 MUSIC 
""Chowringhee"" © Bong Eats, composed by @bemananmusic 

🎧 GET THE ALBUM (© for listening only)
https://kit.co/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT6M32S,hd,false,883659.0,15568.0,0.0,417.0,Saturday,392
1ycH8R5wylI,Bong Eats,Perfect caramel custard recipe | Flan recipe | Crème caramel,2021-12-10 07:23:40+00:00,"What is the difference between crème caramel, flan and caramel custard? For the most part they are all the same. The French call it crème caramel. Much of the Spanish-speaking world calls it flan. In India, this dessert is popular as caramel custard. 

This simple dessert is perhaps one of the best examples of the alchemy of eggs—the magic that allow the egg proteins to harden and form the delicate, silky, creamy blob of deliciousness that is this custard.

There are thousands of great recipes for flan on the internet. Ours is based on the fantastic recipe on Serious Eats by Sohla El-Wallyly (link below). In fact this dessert is so forgiving that even if you do not follow the exact measurements you will most likely end up with something tasty. However, while making a crème caramel is easy enough, making a perfect crème caramel certainly requires practice, as well as a deeper understanding of how a custard sets. We have some tips below that should help. We also recommend watching this very comprehensive video on the correct way to cook a custard by a channel called Magic Ingredients (link below).

✅ Sohla El-Wallyly's recipe: https://www.seriouseats.com/double-caramel-flan-recipe
✅ Magic Ingredients' Crème caramel video: https://youtu.be/G6HJXL_xK80
______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
COMING SOON
🛒 Buy custard ramekins: https://geni.us/t57frD (affiliate link)
______________________________________________

🎥 RELATED VIDEOS
🎬 Lemon tart: https://youtu.be/GZ-2QJxDflM
🎬 Classic chocolate cake: https://youtu.be/dtyekBblwkA
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

🎶 MUSIC 
""Spanish Rose"" by Людмила П

🎧 GET THE ALBUM (© for listening only)
https://kit.co/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT4M15S,hd,false,371085.0,11425.0,0.0,311.0,Friday,255
6ghmAiTC7GA,Bong Eats,Cooking with Abhijit Banerjee: Rannaghore Ke? Episode 2,2021-11-27 03:37:39+00:00,"We are thrilled to welcome to Rannaghore Ke? the Nobel Laureate Abhijit Banerjee, and illustrator Cheyenne Olivier. 

Join us as we cook, and chat about whether chaats are salads, raining pomelos, environmentalism and sustainability in an increasingly polarised climate, the uniqueness of 'continental' food, and if there is hope for the future.   

📕 Abhijit Banerjee's cookbook, 'Cooking to Save Your Life', illustrated by Cheyenne Olivier, is out now. 
 🛒 Here's the Amazon link (affiliate): https://geni.us/17ho6

00:00 - 02:28   01. Alu kabli is a salad
02:29 - 04:47   02. Cheyenne's rapid rise in the Banerjee-Duflo kitchen
04:48 - 05:51   03. A salad is a matrix
05:52 - 06:59   04. It's rainin' pomelos
07:00 - 09:47   05. 'I told you wash your hands!'
09:48 - 11:24   06. Anatomy of a four-course meal
11:25 - 15:49   07. Environment and sustainability in a polarised world
15:50 - 18:48   08. Deliberately confrontational
18:49 - 20:25   09. We explain 'continental food' to Cheyenne
20:26 - 22:27   10. Why 'hyanglamo' is a good thing
22:28 - 23:43   11. Why does David have such big hands?
23:48 - 26:29   12. With everything that's going on, is there hope, in our lifetime?
26:30 - 27:54   13. Is there an economic advantage to secularism or is it just a moral imperative?

👓 English and Bangla subtitles available!
______________________________________________

🎥 RELATED VIDEOS
🎬 Caramel custard: [coming soon!]  
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT27M55S,hd,true,586564.0,20300.0,0.0,881.0,Saturday,1675
HKNdt5ePjjw,Bong Eats,Bhuna Khichuri Recipe—A very special niramish dry khichuri for Lokkhi pujo,2021-10-18 14:04:37+00:00,"Bhuna khichuri is possibly thamma's (my grandmother Durga) most acclaimed recipes, even more than the labra'r torkari this bhuna khichuri was served with. This was made once a year on the day of Lokkhi pujo to offer to the goddess of prosperity. Thamma always made two kinds of khichuri on Lokkhi pujo—this one, as well as the runnier, less decadent version. Bhuna khichuri, at least thamma's version that we have grown up eating, is in may ways more opulent than a polao, and shares many qualities with a good polao. The grains of rice and dal should be unbroken, fully cooked, but each grain should be separate. They should glisten with ghee and be lightly spiced. Naturally, she used a lot of ghee—about one and a half times more than her mishti polao even. For me and my cousins, (and lots of relatives and friends in the neighbours) thamma's bhuna khichuri was one of the highlights of the year. It is a recipe very close to my heart. 
______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
https://www.bongeats.com/recipe/niramish-bhuna-khichuri
______________________________________________

🎥 RELATED VIDEOS
🎬 Labra's torkari: https://youtu.be/8dAf3UetAtw
🎬 Bengali garam moshla: https://youtu.be/GqlDz7dQMA0  
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

🎶 MUSIC 
""Chowringhee"" © Bong Eats, composed by @bemananmusic 

🎧 GET THE ALBUM (© for listening only)
https://kit.co/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT6M21S,hd,false,751097.0,19441.0,0.0,526.0,Monday,381
KILjD3Z6ufs,Bong Eats,Chitol Machher Muithya—Bengali Chitol Fish Dumplings,2021-10-13 08:43:11+00:00,"Chitol (Indian featherback) is a prized fish in Bengal and Assam. Chitol machh'er muithya is essentially a dumpling made from the flesh scraped out of the extremely bony dorsal side (called ""gaada"" in Bengali) of the fish. Chitol'er muithya has a very meat-like, springy, squeaky texture—almost like a good German wurst. This is very much a Bangal (East Bengali immigrants to India) delicacy made on special occasions.

The preparation requires some patience, but it is not technically difficult. If you practice scraping the flesh out of the gaada once, you will get a sense of how the bones are laid out, and how to gently get the meat out without upsetting the layout of the bones. If you scrape indiscriminately, or apply too much pressure in the beginning, the bones will go in every direction, making it very difficult to separate the bones out later from the mince. In short, it really is not as hard as it looks. Just takes a bit of time.

We hope you give this a try.

______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝

https://www.bongeats.com/recipe/chitol-machher-muithya

______________________________________________

🎥 RELATED VIDEOS
🎬 Bengali Gorom Moshla: https://www.bongeats.com/recipe/chitol-machher-muithya
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

🎶 MUSIC 
""Chowringhee"" © Bong Eats, composed by @bemananmusic 

🎧 GET THE ALBUM (© for listening only)
https://kit.co/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT10M59S,hd,false,395717.0,10812.0,0.0,376.0,Wednesday,659
MPj0QRGA6NY,Bong Eats,Help Kasturi,2021-10-09 15:08:25+00:00,"Help @SimplelifestylewithKasturi find a kidney donor, and raise money for the operation.

O+ organ donors contact Shubhamoy Banerjee at +91 836 881 9148
————————
Monetary donations

🇮🇳 Within India

BANK DETAILS: AXIS BANK LTD
ACCOUNT NO:  916010007979405
IFSC CODE:        UTIB0002778

GPAY:         8017411302
PhonePe:   8017411302
Paytm     :   8017411302

🌎 Outside India

GoFundMe: https://www.gofundme.com/f/please-helpkasturis-kidney-transplantation

PAYPAL :   https://www.paypal.com/paypalme/kasturibanerjee1

PAYPAL IS ONLY FOR INTERNATIONAL MONEY TRANSFER",PT15M21S,hd,false,127162.0,4198.0,0.0,,Saturday,921
Bjq2EYOrXlc,Bong Eats,Lau Pataye Chingri Paturi—feat @SayatyaandFriends—Bengali recipe of prawns steamed in leaf parcels,2021-09-24 15:01:02+00:00,"Lau Pataye Chingri Bhaape or paturi recipe: Today, we are looking back at the first recipe we ever filmed and uploaded to this channel—chingri bhaape, where prawns are steamed in a pungent mustard sauce. In that video we had used a microwave to steam the bhaape.

This time, as part of our collaboration with @SayatyaandFriends we decided to recreate our older chingri bhaape video. We have modified the proportion of ingredients, plus, this time we are showing you three common ways of making any Bhaape or Bhaatey in Bengali cooking. 

Now, the prawns, or whatever is being steamed, can be placed either in a metal container, or in a leaf parcel. Gourd leaf (lau pata) is the best option, since just like banana leaf it imparts its flavour to the dish, but unlike a banana leaf the steamed gourd leaf can be eaten along with the dish!

Irrespective of whether you use a leaf parcel or a metal container you can use now use one of three methods to steam:
(1) When you make rice place the parcel or container in the rice either when it is nearly done cooking or just after it is cooked an the starch water has been drained. Which method you use depends on your quantity of rice and what ingredient you are making Bhaape with. If you are not cooking rice for a large family, it is best to put in the container in the last 12–15 minutes of the rice cooking. This is because for small quantities of rice, the residual heat in the rice may not be enough to fully cook your Bhaape.

(2) The second method is to submerge the container partially in water, then cover tightly with a lid and cook.

(3) The third method is, of course, to use a dedicated steamer where the water never directly comes in contact with your dish.
All of these three methods are superior to the microwave method because the dish cooks more gently at a lower temperature, and chances of overcooking are low. Having said that, microwaving is a perfectly acceptable method once you figure out the correct power and timing for your particular model of microwave and a given quantity of ingredients.

______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
http://www.bongeats.com/recipe/chingri-paturi
______________________________________________

🎥 RELATED VIDEOS
🎬 Old chingri bhape video: https://youtu.be/W4POHmKypkc
🎬 Priyo Phuchkawala (New version): https://youtu.be/eL8BaiRVUGM
______________________________________________
🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

🎶 MUSIC 
""Priyo Phuchkawala"" © Bong Eats, composed by  @Bemanan Music  

🎧 GET THE ALBUM (© for listening only)
https://kit.co/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT5M8S,hd,false,412392.0,16243.0,0.0,369.0,Friday,308
K37GpmFcplE,Bong Eats,Notey shaak—Green Amaranth | Bengali leafy greens recipe,2021-09-18 04:48:52+00:00,"নটে শাক (Notey shaak) is the leafy greens of green amaranth. Notey is usually eaten in Bengal during the warmer months. The red variant of this plant is known as লাল নটে (Laal notey) or simply লাল শাক (Laal shaak) not to be confused with a similarly red-leafed (ঢুলা শাক) Dhula shaak. 

There are two minor variations to the notey shaak recipe that are made in our family. The first one is niramish (meaning vegetarian with no onion or garlic) and adds fried bori and peanuts. The second one uses a tiny bit of garlic to flavour the oil and skips the garnishes. Both very simple to make, the only part that takes a bit of time is cleaning and picking through the leaves. We hope you give this a try.

______________________________________________
🥘 RECIPE WITH INGREDIENT LIST 📝
http://www.bongeats.com/recipe/notey-shaak
______________________________________________

🔪CURIOUS ABOUT OUR KITCHEN POTS & PANS? 🍳
https://bongeats.com/kitchen/tools

📷 OUR CAMERA GEAR DETAILS 🎙
https://bongeats.com/gear​
______________________________________________

🎶 MUSIC 
""Chowringhee"" © Bong Eats, composed by  @Bemanan Music  

🎧 GET THE ALBUM (© for listening only)
https://kit.co/bongeats/music-album-quorma-kaliya-polao

👨🏽‍🍳 Cooking Bong Eats recipes? 👩🏽‍🍳
📸SHOW US YOUR PHOTOS! 
Instagram @bongeats

Or follow us on Twitter @bongeats | Facebook @bongeats",PT3M40S,hd,false,240611.0,6860.0,0.0,438.0,Saturday,220
