video_id,comment
TTC6gZZOtMM,Would love to see a mushroom recipe on your channel
TTC6gZZOtMM,This series is interesting. Please continue this
TTC6gZZOtMM,"I saw you guys in Dhakuria Lake couple of days ago. The woman was carrying a bag, probably a bottle of water. Such a blessing 😂"
TTC6gZZOtMM,"Kindly change the background music,it's eery and kind of spooky"
TTC6gZZOtMM,Thank u so much for the receipe. 👍
TTC6gZZOtMM,"for a prabashi bangali like me, its a great help. i visit kolkata often, so will surely try out food at these places"
TTC6gZZOtMM,This series truly demonstrates the uniqueness and diversity of the Kolkata’s deeply rich culinary culture. You guys are doing a fabulous job. Very inspiring.
_Z5UuEwkBQA,I'm watching this and now I decide not to cook .. need so much effort 😒 It'll be better to buy it from shop.😅
_Z5UuEwkBQA,Medu vada + chat masala + Amul dahi + khatta-mitha chatni + shredded fried curry leaves + jhuri vaja; I like it better than authentic soaking-wet ones.
_Z5UuEwkBQA,"Followed all your tips and tricks, and I must say that this turned out to be amazing! Thanks so much for your meticulous instructions that ensure the best final product every single time ❤"
_Z5UuEwkBQA,Made yesterday following this process......and it turned out very tasty..... everyone praised so much 🌈
_Z5UuEwkBQA,"One reason for flattening the vadas slightly, or poking that hole in the centre, as south indian versions do, is to have them cook all the way through. Making them slightly smaller also helps. I go with this last"
_Z5UuEwkBQA,Lovely presentation divai...u inspired me ❤️
_Z5UuEwkBQA,"Wow! I'm a Tamilian, and I love vadas! We call them vadai in Tamil, and "" Thayir Vadai"" in Tamil again. It's nice to see the Bengali version of our most loved vadai! Thank you for posting this recipe Ilisha & Saptarshi!"
_Z5UuEwkBQA,"always use ginger with skin peeled off in  case of tamilnadu style cooking. ginger skin has toxicity according to us,"
_Z5UuEwkBQA,Ur recipe   awesome   pleas tell us cake recipe  pitha   chicken  and vegetable recipes
_Z5UuEwkBQA,"Wowww! This recipe is a different and wonderful twist to the way dahi wadas are made in Maharashtra and Gujarat. 
Adding the Garam masala and the ginger to the buttermilk is sooo different & refreshing!"
_Z5UuEwkBQA,Hi! The Amazon link to this awesome mixing / whipping bowl in which you have whipped the udad dal batter is not working. Would you pleaseee check and give the link that works?
_Z5UuEwkBQA,Ama Cuttack Dahi Bara is Best in world ✌✌👍👍
_Z5UuEwkBQA,"I tried making it today.
My Maa and Abbu were so happy and proud 
They enjoyed every bite
All credits goes to @Bong Eats
I tried to do exactly same and it turned out like way beyond delicious.
Want to learn more and more recipes from you guys."
_Z5UuEwkBQA,Hey sarvana bhavan or southindians dont temper the curd . Its the khara boondi spicy one that has curry leaves . Vada is not soaked on buttermilk . Its served directly with curd on top . No red chilly powder or sweetness. Only toppings onion carrot boondi and coriander
_Z5UuEwkBQA,"Hi team,
Please make the video of Kolkata style dal vada which we get on streets of Kolkata . I have been requesting you since 3 years"
v1FAq9bla4A,"Everything is awesome, great ambiance, EXCEPT the cooking oil."
v1FAq9bla4A,Watched this video several times..one thing that stuck me today that in your final seasoning list salt is missing. Is it a glitch or the soya sauce is compensating the former. Please clarify. Thank you. Admirer
v1FAq9bla4A,Not sure how to make stock powder at home.
v1FAq9bla4A,Seriously this series needs to continue and some OTT needs to patron you guys .. awesome job 👍👍👍
v1FAq9bla4A,This looks amazingly scrumptious!! Thank you for posting! Amazing videography too! Now if someone can help me with my forever quest of getting the recipe for Trinca style Chinese Chopsuey (Chicken) - and I mean Chinese Chopsuey - the white one and NOT the red one ie American Chopsuey. Would be ever so grateful for a recipe. Have tried experimenting at home several times but have never been able to get it spot on. So any help would be appreciated. Many thanks!
v1FAq9bla4A,I wish uncle Rodger sees and reviews this Chinese cooking someday
v1FAq9bla4A,This is not just a food vlog or video it's a vibe💗
v1FAq9bla4A,Could you please make a video on how to make the stock powder ☺️
v1FAq9bla4A,A wonderful episode left Kolkatta in 1967  I live in Toronto Canada great to see Trincas still there thank you BONG EATS🙏
v1FAq9bla4A,HIGHLY recommend this. We made it three weekends in a row. So delicious. Thanks for sharing this recipe.
v1FAq9bla4A,But how to recreate this at home ? it's cooked on suchh a high flame which is not available at home
v1FAq9bla4A,Just want to clarify 1 point: The slurry uses corn starch or flour? Generally starch gives us a better result I guess.
v1FAq9bla4A,"Amazing cinematography and production. What a place, and what an ambience. And you captured it perfectly. Once again you've outdone yourselves. Love from the Maldives. ❤️"
v1FAq9bla4A,Brilliant camera work
v1FAq9bla4A,What is stock powder??
v1FAq9bla4A,In which step did the chicken stock get used in this recipe
v1FAq9bla4A,Wonderful series idea offering a rare behind-the-scenes look
IemEVaUNQMI,I think you should include Bagha in your videos. It would be so nice and inclusive. Much needed — as our pets are so integral part of our new family system now. I am sure a lot of people will learn from it.
IemEVaUNQMI,"I always watch her show, and Iam her fan too. God bless her."
IemEVaUNQMI,"I'm very much keen to know, Who is the main cook of Bong Eat? Because the hand shown in every video is very pretty and soft I must say. Hope, The audience and the content maker would not take it otherwise. Following Bong Eat for three years."
IemEVaUNQMI,LIKE FOR POULOMI. -. NOT FOR YOU
IemEVaUNQMI,"Darun recipes, fatafati!!! Aamki kobe jaabo tomader show e???"
IemEVaUNQMI,One of the best and most candid episodes! Bravo!!! My two favorite content creators...
IemEVaUNQMI,Perfect mother ❤perfect daughter 💖love both of them 💝
IemEVaUNQMI,"Beautiful! I started following ‘hatath jadi uthlo katha’ while watching your bong cooking channel. Although I’m very far from Bengal politics, however being a bengalee I think politics is an integral part of our culture, whether it’s liberal-conservative-green or red-blue-saffron! Thoroughly enjoyed this episode. Definitely mouthwatering… 😋"
IemEVaUNQMI,outstanding creation. Thoroughly enjoyed❤❤❤
IemEVaUNQMI,😃Amaizing👌Love from Bangladesh❤🇧🇩
IemEVaUNQMI,"I was literally searching for an independent news organization who covered Bengal's issues, like Newslaundry. Thank you so much Bong Eats for letting me discover her channel.💜"
IemEVaUNQMI,Please invite Ravish kumar from ndtv!
IemEVaUNQMI,Can anyone say why most of the bengali dishes using Potatoes?
59oqlvbE1Ws,Turned out very well!
59oqlvbE1Ws,"Tried it today…..tasted sooo good and sooo eeeezzzee!
Thanks a ton."
59oqlvbE1Ws,My mom cooks this just yum!! I can eat a whole plate of rice with this.
59oqlvbE1Ws,Right now i'm having this with rice & daal!!
59oqlvbE1Ws,Khoob Shundoor Hoeche 👌
59oqlvbE1Ws,Remembering my mom
59oqlvbE1Ws,Can I use the dried one??
59oqlvbE1Ws,Easy & simple recipe
59oqlvbE1Ws,Delicious😋 👍
59oqlvbE1Ws,"Im just learning to cook as an engineer who lives alone 
This was no less than a dip in Calcutta air and a delight either to the eyes or the pallette 
Dhonnobad"
59oqlvbE1Ws,Can we do this recipe with dry phool chingri or Dry phool chingri sukti?
59oqlvbE1Ws,I don't know if others have mentioned it but just watching cook and churn out these amazing recipes is like therapy!
59oqlvbE1Ws,I try making your recipes as same as you show whenever i wish to cook and it turns out wonderful 😊you guys are fabulous
59oqlvbE1Ws,Insiya mam and saptarshi sir please make a video on mishti doi
24jPw2-N22c,"Plz don't eat Gill, not good for health."
24jPw2-N22c,"We never added cashew and raisins in our home recipe. Every household makes it differently, maybe that’s the charm ❤️"
24jPw2-N22c,"I use more fish part that no one wants it including the head, and less rice. I also use peyaj bata."
24jPw2-N22c,Fancy muri ghonto..😂😂.
24jPw2-N22c,"It turned out amazing,thank you"
24jPw2-N22c,Thank you for sharing this recipe....is a big fan of muri ghonto since childhood days....and the methology elaborated here helped me to have the similar taste of the dish as used to be cooked by my mother.....tried it today and it was delicious
24jPw2-N22c,Fish Biryani - Muri Ghonto 😂👍
24jPw2-N22c,Is muri ghonto an one pot meal???
24jPw2-N22c,"This is not the original Miri ghonto recipe. No bengali uses kismis , ghee. Muri ghonto is a dish with spicy hot tinge kismis will make the dish sweet."
24jPw2-N22c,Thank you so much for this recipe
24jPw2-N22c,I ll try today.. hope for best for mee... bcoz ei  dish ta 1st time try korbo ... 🤞
24jPw2-N22c,"Eta to macher mathar pulao hoeche, ettto chal!!!! , eta vat die khayoa jabe na, sudhu khete hobe"
24jPw2-N22c,"Usually all recipes of bongeats is superb, except this one. I tried out this recipe point by point and it turned out to be fish head tehari rather than the quintessential muri ghonto...will have to try other recipes next time"
rvVYt4U5O10,WATCH THIS VIDEO IN BANGLA! https://youtu.be/YUKaua8OT5A
rvVYt4U5O10,"Ami just ei recipe follow kore banalam arahar dal. 
Onk Testy hoyeche... 
Amar ekdom e bhalo lage na arahar dal but ei recipe te onk testy hoyeche.. Love from Bangladesh"
rvVYt4U5O10,What is this daal called in bengali?
rvVYt4U5O10,Kindly name which brand rice is this...
rvVYt4U5O10,"Hello Bong eats
What have you added to plate along with dal and rice? What is the recipe for it.
Thanks 🤗"
rvVYt4U5O10,"So simple, so good. Thank you so much for sharing this recipe."
rvVYt4U5O10,Simultaneous use of clarified butter (ghee) & coriander leaves in this receipe doesn’t make any sense.
rvVYt4U5O10,This is actually a wonderful recipe. Turned out really well. Added a bit of hing. Highly recommended this.
rvVYt4U5O10,So refreshing that measurements are given as spoonfuls and not 1/3/7 gms.😅
rvVYt4U5O10,Recipe website link?
rvVYt4U5O10,I love how peeps in West Bengal just 'tumi' everyone.
rvVYt4U5O10,"The recipe was indeed really very nice nd the dal looks so tempting but a pinch Hing or asafoetida will increase the taste of the dal to another level😋😋😋
I always remember to add hing when I cook this toor  dal💖💖"
rvVYt4U5O10,"So I’m Goan and my mother in law is Bengali. She taught me to use a wooden spoon. Soak the dal, no pressure cooker and remove the scum. Game changer!"
rvVYt4U5O10,"Side dish pakora recepi share Koren,  which flavor"
R-5fb6ufabU,It is just awesome.....having such a great person and cooking Chingri is just unbelievable hope the taste was great....🙏🙏🙏
R-5fb6ufabU,You people r very genuine nd its the usp of ur  show.very nice.
R-5fb6ufabU,"Wow, wonderful"
R-5fb6ufabU,She's amazing 😮❤🎉
R-5fb6ufabU,"Start taking Collagen, it helps. It helped me a lot. Fatafati ranna, amakeo eakdin nimontron koro rannaghore"
R-5fb6ufabU,I Just love her !
R-5fb6ufabU,is there any other cooking channel which documents indian-tibetan style cuisine
R-5fb6ufabU,"Hey , can you give the link to that flat noodles you guys had with alu thukpa ?"
R-5fb6ufabU,"Hey guys i watch ds vlog moreso coz the background music is so catchy.
Keep it up guys..I am from Kolkata and watch your videos  with love.. ❤️🌈.. 👍"
R-5fb6ufabU,😃Amaizing👌Love from Bangladesh ❤🇧🇩
R-5fb6ufabU,Such an honest capture!
R-5fb6ufabU,"Love the way Sachiko talks! It's been refreshing to watch the video- so honest, upfront, and self conscious! <3"
R-5fb6ufabU,By far the most enjoyable episodes of rannaghore ke. Sachiko is so frank anf adorable.
R-5fb6ufabU,"I cracked up when she said ""Aache din"" and when swiggy ad came in between 🤣"
R-5fb6ufabU,Why no sound
R-5fb6ufabU,"Purono blue poppy te momo kheyechhilam akbar. Banser jhuri te momo gulo diechhilo, dekhe mone hoyechhilo kota jui ful rakha. Loik mas age notun Thakali te Thali khelam, ato hyped up restaurant athocho khaoar ta akdom Sikkim e lok er barite khaoa Dal vat er motoi. Aj Sachiko k dekhe bujhlam ki kore ota ora maintain kore. Erom lokjon aro besi porimane Kolkatay thakle khub valo hoto."
R-5fb6ufabU,Her honesty and simplicity is mind boggling
R-5fb6ufabU,Such a cute episode ❤️
R-5fb6ufabU,Sachiko Seth ❤️❤️❤️❤️❤️❤️
TJns9lFbPFU,"Thank u so much
Ae recipe ta share korar jonyo.. Aaj recipe ta try korlum khub valo hoyechhe khete.. Thanks again❤️"
TJns9lFbPFU,"Cooking is an art no matter what you eat....

Me from (Prayagraj) Uttar Pradesh and like ""pakki vegetarian""...but luv you guys how you cook...and your guests in "" ranna ghore k""... ❤️🌷"
TJns9lFbPFU,Looks so delicious
TJns9lFbPFU,I like the videos of our channel very much. I am from Bangladesh
TJns9lFbPFU,Please make a video on goti garam my childhood memories
TJns9lFbPFU,The camera gear details are not opening using the link provided.
TJns9lFbPFU,"hmm.... running out of content!!. YT is a tough thing to sustain, aint it?"
TJns9lFbPFU,"Aj apnader glenarys a dakhechilam,kotha bolar eche chilo but disturbed korte chaini"
TJns9lFbPFU,"Dear bong eats,
Tomra je thorer recipie ta die chile ota dektecpachi na kano link ta ektu pathao na"
h2DuwuPSPPo,"I love this recipe so much, that I cook it every few weeks, and fortunately where we live, we get all these vegetables almost all year ❤❤❤"
h2DuwuPSPPo,"Tried this recipe, it’s unbelievably yum!"
h2DuwuPSPPo,"It is snowing outside here in Oslo and I wanted to make this recipe but my mum is enjoying a Sunday with my aunt's family in Kolkata, so I did not want to bother her. This recipe made my day. I have all the ingredients but peas and turnip, and since it's such a forgiving recipe, I am not concerned."
h2DuwuPSPPo,Uff sobji kata and sobji r khosha fela setao dekhacche . Wat a waste of time  .. ranna ta  dekhar eccha tai nosto
h2DuwuPSPPo,Any pro tips on how to adapt this to not use a pressure cooker? Low heat until chicken is super soft?
h2DuwuPSPPo,Made it today… its delicious. So happy making this dish. Thank u so much for sharing
h2DuwuPSPPo,Made this recipe. Tasted very nice. Thank you.. just subtracted butter and added a bit of chicken masala instead.  Very tasty and healthy wholesome meal. The music is also very relaxing
h2DuwuPSPPo,This is the best receipe ever.
h2DuwuPSPPo,Its now my weekend menu.
h2DuwuPSPPo,My husband made this for me right now. So yum!😋
h2DuwuPSPPo,Who gives coriander roots to food ? 😳😳😳
h2DuwuPSPPo,legend stuff !!!! Man Alive you guys are one of a kind
h2DuwuPSPPo,"Bong eats are always classy as they are.. 
Love it dears keep it up and continue to mesmerise us"
h2DuwuPSPPo,How can I do it without pressure cooker?
h2DuwuPSPPo,Please make longer videos.. these are too short... I love your videos btw🖤
a9OPZ1VYw_g,🎵 We are grateful to Willie Walter's Quartet for the music. You can follow them on Instagram: https://www.instagram.com/williewaltersquartet/
a9OPZ1VYw_g,The only bengali YouTube cuisine channel where you can see perfection is the motto. Thoda hatke   from the others❤
a9OPZ1VYw_g,One of my fav place PARK STREET
a9OPZ1VYw_g,drums of heaven recipe please
a9OPZ1VYw_g,"My naani was from Calcutta , I have deep love for the city , food and the culture. Wish to visit sometime soon.😘😘😘"
a9OPZ1VYw_g,"Tried this. Its mouthwatering, also their chilli fish because am a fish lover😋 one of my favorite restro 💖"
a9OPZ1VYw_g,The edit is so good
a9OPZ1VYw_g,I think it would much better if you capture chef's expression while cooking.
a9OPZ1VYw_g,"My mom is a keen follower of food channels and she finds faults in every channels she watches but she really praises and loves everything about your channel starting from the cinematography to the particular ingredients and useful tricks to make the dishes perfect! ❤❤ 
Also, please do make more videos on Trincas series."
a9OPZ1VYw_g,Really thankful to you Bong Eats... Very nice and simple presentation but just loved it❤
a9OPZ1VYw_g,Well that's a lot of butter! Btw what if instead of butter we put a seasoned sausage inside?
a9OPZ1VYw_g,nice presentation!  Yesterday We feeled the actual taste of Ala kiev! Fantastic!!  ❤❤❤
a9OPZ1VYw_g,"Bong Eats you’ve outdone yourself this time. What a brilliant, engaging, detailed video! And that shocker at the end that this was not sponsored. Love your channel!❤"
a9OPZ1VYw_g,I'm a big fan of your work sir/mam I watch every video of yours ☺️ in one word it fabulous 🤩
a9OPZ1VYw_g,Thanks
a9OPZ1VYw_g,Brilliant work without monotonous Voiceover play.. 👍
a9OPZ1VYw_g,They should HV tried thigh piece of d chicken for cutlet
a9OPZ1VYw_g,Scamming people by making them have amul butter instead of taking an effort to make an actual filling inside the meat
nhJkwikbZ6A,So delicious.  Where do you guys live?
nhJkwikbZ6A,Bong eats e dekhechi sob recipe sob spices diye dei... Amader Bangali rannai erokom hoi na... shob kichur unique recipe hoi! Can't follow them ..
nhJkwikbZ6A,Onion & Garlic since when has become a part of Vegetarian food? Your title is misleading.
nhJkwikbZ6A,Can we pressure cook the aloo
nhJkwikbZ6A,"Does the potatoes have
Skin (chamda)
Or
 do the have peel (khasha)❓

Basic"
nhJkwikbZ6A,I want to see you 😍
nhJkwikbZ6A,"Such a new technique to peel off the skin of new potato,👏👏"
nhJkwikbZ6A,Luchi gulo kintu bhalo fuleche! Sobai pare na kintu.
nhJkwikbZ6A,I was literally craving Bengali aloo dum dish and then I came across your video …it’s simple and easy to cook but taste so good…love your vlogs
nhJkwikbZ6A,"Honestly I love cooking recipes with NO music. Just the sounds of chopping, tinkering is so comforting"
nhJkwikbZ6A,Very testy allo dom I love it❤❤❤❤
nhJkwikbZ6A,if you soak the boiled potato in vinegar water it gives a nice sweet taste. :P
nhJkwikbZ6A,It looks so amazing
nhJkwikbZ6A,I tried this recipe in this festival.. And your portions given f9r this recipe are perfect.. Thank you for the recipe..
nhJkwikbZ6A,Please help what was the garam masala pest was made of ? Ingredients ?
nhJkwikbZ6A,I love Bengali food. I m a mix of bengali-bihari by origin and food preferences are totally awadhi-mughlai style at home. But after I got married I started learning Bengali food bcz I loved fish. Came accross this channel. Learnt my ABC of fish dishes from you.
iI4Yy0Xs_V8,Can we use any kind of rice flour from the market? There are so many different types of rice.
iI4Yy0Xs_V8,Why sweet potato is added to rice flour dough.. please reply
iI4Yy0Xs_V8,Plz  . Change the back ground music. Its too much monotonous.
iI4Yy0Xs_V8,Details likhun. Step by step tabei to perfect ly sekha jabe. Ki rice power use Korche? Se gulo na janale post korben na
iI4Yy0Xs_V8,I am Bengoli from Jharkhand.... We made it but we use chanchhi ( khowa) as filling and we just steam it... Bt i love also this narkel gur puli recipe ❤
iI4Yy0Xs_V8,"I made in this style too but puli gets hard enough 😮‍💨😮‍💨i need softer puli, how wl b it"
iI4Yy0Xs_V8,Didi gokul pithe recipe ta dile khub vlo hoy..
iI4Yy0Xs_V8,Keep it up..
iI4Yy0Xs_V8,Just made it... No one is believing that I can cook such dudh phuli...thank you for ur recipe tips
iI4Yy0Xs_V8,Thank you is not enough. The tips and tricks you give helps a lot in making any dish perfect and delicious. I have tried almost all of your recipes and never failed to satisfy my family and friends. Loads of ❤️ and thank you for sharing all your recipes in this platform. Do upload more videos with your special tips.
iI4Yy0Xs_V8,Made it yesterday for the first time and it was so amazing... Thank u so much guys. I'm in love with your recipes 😍😍😍😍
iI4Yy0Xs_V8,"😊shubho poush sankranti tomader ke. 
I love your company while cooking, u make cooking seems so smooth and relaxing. 😃"
iI4Yy0Xs_V8,i have learnt this from my mother ...my mother makes this with suji instead of rice flour ..she just adds a little bit of rice flour for binding the cooked suji...and also makes designs on the sealed edge...i make it the same way...my favourite....now people look for recipes on you tube after they lose their elders...i encourage the younger generations to learn these delicacies from the elders..let us all put an effort to keep these multiple varieties of delicacies  alive...
1ycH8R5wylI,"For those looking for quality vanilla beans in India, Whatsapp Mr. Kedar Narayan Kolle at +91 99023 48997. This is vanilla grown in his own farm in Bhatkal, Karnataka. The price is about 2500 INR for 100 grams. You can give him our reference."
1ycH8R5wylI,My custard did not set properly even after keeping it in refrigerator overnight. I halved the recipe and baked it for the same amount of time. Could you tell me what might have gone wrong?
1ycH8R5wylI,Vanilla bean is not available here. What amount of vanilla essence shall i use ?
1ycH8R5wylI,Really would like to try this pudding. But I do have a request.  If I want to avoid  the egg yolks then how many whole eggs I can use for this pudding?  Your help would be highly appreciated.  Thanks I advance
1ycH8R5wylI,Please give the link to ur website
1ycH8R5wylI,eggless caramel pudding recipe dekhaben? R microwave oven a kivabe korbo?
1ycH8R5wylI,I don't like the smell of vanilla or vanilla extract. Can we skip that part? Or get anything easy as a substitute?? Please reply me
1ycH8R5wylI,"Made this today, and it was an absolute hit amongst all the guests and family alike.. thank you so much!!"
1ycH8R5wylI,"Just made the pudding on gas stove following your recipe and it was mind blowing. I added custard powder (dissolved in milk) also. 
Looking forward to your recipe in the website.😊"
1ycH8R5wylI,"Also a note, if you don't have cream on your house, use condensed milk. Because in the other flan recipes I've seen condensed milk."
1ycH8R5wylI,"OMG, this recipe is very diferent from the mexican. We also cook and eat flan w sugar or cajeta syrup, but we put all on the mixer and after we bake, that's all 😅 btw I will try this way"
1ycH8R5wylI,Ki cream use korte hobe? Normal amul cream?
1ycH8R5wylI,Wow! reminds me of my mom making this delicacy ❤ btw where did you guys get this lovely white n blue piece of art from (the serving bowl)?
1ycH8R5wylI,I absolutely loved the recipe and have been looking at the ceramic bowl with beady eyes. Could you please share the link from where you bought the pretty blue and white dessert bowl.
1ycH8R5wylI,Ki cream use korte hobe? Heavy cream?
1ycH8R5wylI,"The caramel trick really works. I mean adding a little water will stop your caramel from burning.. when I first made my pudding I was making the caramel and constantly burnt it.. then I had a friend who is a succesful cooking youtuber.. I asked her for help, she told me to add a little water when the caramel is perfectly dark.. I did the same and voila, perfect caramel for pudding"
1ycH8R5wylI,Turned out great. Thanks!
6ghmAiTC7GA,"Newton was hit by an apple, Abhijit by a pomelo. To become great scientists, it seems, getting hit by fruits is imperative."
6ghmAiTC7GA,Such a wholesome video❤
6ghmAiTC7GA,"So so true, India has been a poor country, but it knows through tradition like I think all countries how to get nutrition, like Pithala from Maharashtra, or baigan etc :)"
6ghmAiTC7GA,Who is the foreign lady?
6ghmAiTC7GA,"Pomelo rain! Reminds of watchman, story writer's imagination sure is based on some reality.

https://youtu.be/lbCE-cYFG1w

Folks representing two beautiful sounding languages, Bengali and French. This is more than cooking."
6ghmAiTC7GA,"Absolutely wonderful episode, as beautiful as the foods which were made...."
6ghmAiTC7GA,The wildest thing here is him comparing a salad to a matrix. I still cant get over it.
6ghmAiTC7GA,Brilliant genius economist who gave the idea of giving money for free!
6ghmAiTC7GA,Turn on the playback speed to 0.75 x   ~thank me later
6ghmAiTC7GA,Ohh I didn’t know koshimbir is said in Bengali .. I always thought it was a Marathi word
6ghmAiTC7GA,"Immense thanks for this episode, marvellous talk and insights!"
6ghmAiTC7GA,"What a beautifully structured episode, where the conversation does not come in the way of the cooking and the cooking doesn't break up the conversation! Thank you for doing this, Bong Eats, and for bringing up some really important points in the easy-flowing conversation. Delightful!"
6ghmAiTC7GA,mind blowing!!
6ghmAiTC7GA,who is the foreign lady?
6ghmAiTC7GA,"Wow wow wow, অসাধারণ! Usually I watch Bong eats on Youtube and read Dr Banerjee’s article on different journals. Now while watching this episode my expression is like:

Missing Kolkata (as usual) 😢
Sitting at Buffalo
Studying Economics 😅
And watching Dr Banerjee on Bong Eats!

What an episode absolutely amazing! ❤❤"
6ghmAiTC7GA,I can relate with Bengali cuisine. My girlfriend is Bengali.
6ghmAiTC7GA,"Format ta advut sundor laglo. It was messy at first, then things started to be more coherent and finally it was really inspiring and nostalgic and thought provoking. Bola bahulya asadharon editing. Gota baparta kamon jano akta sundor gaan er moto laglo. Khub kom bangali enterprise ajkal atota spontaneous, non-atel r world class hoi. Tomra chalie jao."
HKNdt5ePjjw,"Khub pochhonder akta recipe..khub bhalo laglo,share korar jonyo thank you ❤❤"
HKNdt5ePjjw,thamma's recipes are W tasting
HKNdt5ePjjw,Kal lokhhipujo i need to try this
HKNdt5ePjjw,"Bong Eats mean Bangla Khabar,am I right?"
HKNdt5ePjjw,"It will be more tastier if you add some ginger paste, tomato, red chilli powder, cumin powder and garam-masala guro
Trust me it will be more tastier.. phoron dewar por moshla gulo just nere kacha moshla smell ta chole gele then chal dal diye tarpor full recipe Jemon sudhu namanor age grammasala add kore dilei 🫶🏼"
HKNdt5ePjjw,Great ❤❤❤❤❤❤❤
HKNdt5ePjjw,Ami hothat ekdin you tube e apnar chanel e ekti recipe dekhe try kori tarpor sob recipe apnar follow Kora suru kori sotti bolte sob ranna Jana amader holeo kichu kichu tricks alada hole tar test onk gun bere jay r apnar recipe te eto valo kore explained  r presentation ami to puro fida
KILjD3Z6ufs,"My mom taught me to make this dish and this video brings back so many memories. Especially scraping the fish off the bones part kinda made me tear up a little. Because I always did that part for my mom back home and she used to be so proud of how meticulously I did that. Now a thousand miles away from home, I miss this dish like hell."
KILjD3Z6ufs,Aj korlam ranna ta. Oshadharan hoyeche sudhu matro tomader jnno..ato sundor protek jiniser measurements diye ranna korle valo to hobei..Thank you Bong eats
KILjD3Z6ufs,Amazing presentation and finesse. Yummmm
KILjD3Z6ufs,Awesome . Ma thamma used to cut the boiled muitha with suto. I miss her so much.
KILjD3Z6ufs,so much hassle to make this disj !
KILjD3Z6ufs,That's looking scrumptious 👌
KILjD3Z6ufs,Can it be fried in mustard oil as well?
KILjD3Z6ufs,Darun tasty chitol muittha
KILjD3Z6ufs,"Holud, jhal, ALU piyaj lonka Misti diye Bengali chowmin banan na, choto belay jmn ma school baniye dito"
KILjD3Z6ufs,"Nice recipe 

Please show a  butter fry recipe"
KILjD3Z6ufs,So basically these are like fisk cakes..nicee..
Bjq2EYOrXlc," ""Priyo phuchkawala""  (AKA the ""roshey roshey"" song) new version at https://youtu.be/eL8BaiRVUGM"
Bjq2EYOrXlc,"Please make kochupata chingri, would love to see that recipe"
Bjq2EYOrXlc,"In Chittagong Bangladesh,they do the same with Salty Hilsha Fish (a special type available in Chittagong local markets,the hilsha kept under salt like dry fish or shutki but not dried, nona ilish).
they call it ""kodhu pata di nunaiya ilish paturi"",,, just same style,,all other ingredients are same but they use more chilli. 
how can a west bengal recipe can be so similar to that of the most eastern zone who are not related at all.
but It's observable that kolkata has more similarities in food with arakans than their nearer bangladeshi districts.Many a chatgaiya tell so."
Bjq2EYOrXlc,The amount of chingri used for steaming is not mentioned. It seems like the 750 gms of chingri was divided into 3 portions for three different techniques of cooking. So may be it is 250 gms. Yet since you guys are so precise it would be great of you mention that as well.
Bjq2EYOrXlc,Dada why are you speaking so much English your Chanel is about Bengali dishes and you are a Bengali so why are you feel so hesitate in speaking bengali
Bjq2EYOrXlc,why am I hungry right now! 🥲
Bjq2EYOrXlc,Great !
Bjq2EYOrXlc,Wow .  Darooon hobe  .. I'm going to try it out some day..
Bjq2EYOrXlc,"Hey. Love the recipe . It looks Delish 😘👌🏻
Hoping to make this tomorrow. Your video doesn’t mention how long you steamed the parcels for . Would much appreciate it Thank you 🌺"
Bjq2EYOrXlc,"Ohh my god, this channel and its videos 🥺🥺"
Bjq2EYOrXlc,Wow!!... Mouth watering... Too good...
Bjq2EYOrXlc,Kumro patay shidol chutney vore bora... that's what my maa prepares... you must give it a try... It's a must whenever I visit my Parents'... @Bong Eats much love to you..  ❤💛❤💛❤💛
K37GpmFcplE,Love amaranth leaves ❤
K37GpmFcplE,Yes eat w rice always.
K37GpmFcplE,"This is called"" Leutia shaaga"" in Odisha   . We add coconut and panchphoron in it"
K37GpmFcplE,Simple but tasty recipe
K37GpmFcplE,Is this spinach?
K37GpmFcplE,"Not really,lal shak is difficult,there is lal note too."
K37GpmFcplE,"Can this be made with laal shaak (red amaranth) as well? If not, what's a similar recipe for laal shaak?"
K37GpmFcplE,In Assamese we call this 'khutura saak' (খুতুৰা শাক).
K37GpmFcplE,I lovvvee this video.  What kind of lens did you use?
K37GpmFcplE,"oh the joy of eating shaak bhat, ❤️"
K37GpmFcplE,Mmmm add shrimps to this it tastes really good
K37GpmFcplE,Baba adds some posto to it.. And it tastes heavenly everytime
K37GpmFcplE,In Odisha it goes best with pakhala❤️ comfort food
KEFoA6p1FjY,"Where i live, I do not get those vegetables, bori,what hat are they? Can I use cauliflower , potato,  green  beans & PEAS. ALSO, U did not use corriander powder   tomato , corriander leaves
Please  comment"
KEFoA6p1FjY,"All your recipes are best . But I have a request to you that Please make all your recipes visual and audio both , otherwise many who are not a good cook can not follow fully your recipe . Please think about it. Thanks for share very good recipes to us."
KEFoA6p1FjY,"This must be the quintessentially Bengali comfort food. 😊
To be honest, Bengalis love mutton kosha and bhetki fish fry, they die for ilish and bagda prawn - but at the centre of all is our very homely রুই মাছের ঝোল - un-glamorous, low in the spice scale, and yet, accompanied by a bowl of plain white rice, infinitely pleasurable for the soul. 😌"
KEFoA6p1FjY,"@bongeats Now that you have collab'ed with Krish Ashok, why not put out an algorithm for bangali maacher jhol/jhal, from the kalo jeere and water version up to the more complex ones?"
